code,disease,primary
C23,neoplasma malignum vesicae fellis,0
M30,allergic granulomatosae angiitis,0
M30,granulomatosae allergic angiitis,0
B81,capillaria infectio inordinatio,0
B37,candidiasis vulvae et naturale eius debent,0
I42,genus dilatata cardiomyopathy 1cc,0
N96,habitualis aborter nos inordinatio,0
H31,sveinsson chorioideae atrophia,0
C71,astrocytoma diffusis laevus,0
L85,et keratose pollicis caput breve m bicipitis femoris,0
Q82,et keratose pollicis caput breve m bicipitis femoris,0
I42,dilated cardiomyopathy typus 1dd,0
I42,genus dilatata cardiomyopathy 1ii,0
I42,genus dilatata cardiomyopathy 1hh,0
I42,genus dilatata cardiomyopathy 1ee,0
I42,dilated cardiomyopathy typus 1bb,0
I42,cardiomyopathy dilatata genus 1,0
H90,autosomal recessive xiv surditas,0
H90,autosomal recessive lxxii surditas,0
H90,autosomal recessive surditas xcv,0
H90,autosomal recessive xii surditas,0
H90,autosomal recessive xvi surditas,0
H90,autosomal recessive xvii surditas,0
H90,surditas autosomal recessive ii,0
H90,autosomal recessive xx surditas,0
H90,autosomal recessive surditas 1b,0
H90,autosomal recessive xxi surditas,0
D35,adenoma conditus blizz pituitam,0
E22,adenoma conditus blizz pituitam,0
C64,carcinoma in renibus chromophobe,0
F33,unum major depressive episode,0
F32,unum major depressive episode,0
E05,toxicus nodular gutter inordinatio,0
Q56,xlvi xy enchiridion ex defectu lhb,0
J15,peripleumonicis mycoplasma pneumoniae,0
G45,arteriae coronariae syndrome vertebrobasilar,0
B66,metagonimus infectio yokogawai,0
H90,autosomal recessive surditas lxxxvi,0
H90,surditas autosomal recessive ix,0
H90,autosomal recessive surditas xci,0
H90,autosomal recessive surditas lxxxix,0
H90,autosomal recessive surditas xcvii,0
H90,autosomal recessive surditas xcviii,0
H90,autosomal recessive surditas xciii,0
H90,autosomal recessive surditas xcvi,0
H90,surditas xi autosomal dominant,0
H90,surditas xii autosomal dominant,0
H90,surditas x autosomal dominant,0
H90,surditas autosomal dominant xvi,0
H90,surditas xv autosomal dominant,0
H90,surditas autosomal recessive vii,0
H90,autosomal recessive lxvi surditas,0
H90,autosomal recessive surditas lxvii,0
H90,autosomal recessive surditas lxxiv,0
H90,autosomal recessive lxxvi surditas,0
H90,autosomal recessive lxx surditas,0
H90,autosomal recessive surditas lxxi,0
H90,surditas autosomal recessive viii,0
H90,autosomal recessive lxxxv surditas,0
H90,et surditas xiv autosomal dominant,0
H90,et surditas autosomal dominant xxxviii,0
H90,surditas autosomal dominant lxiv,0
H90,surditas autosomal dominant lxvii,0
H90,et surditas autosomal dominant lxviii,0
H90,et surditas autosomal dominant lxvi,0
H90,et surditas autosomal dominant lxx,0
Q34,sacralis lateralis dyskinesia primarium xxi,0
Q34,sacralis lateralis dyskinesia primarium xiv,0
E77,mucolipidosis genus dulcis alpha iii beta,0
E74,ricinus communis vulgaris vitium,0
H90,autosomal recessive xxiii surditas,0
H90,autosomal recessive xxiv surditas,0
H90,autosomal recessive xxvii surditas,0
H90,autosomal recessive xxv surditas,0
H90,autosomal recessive xxvi surditas,0
H90,autosomal recessive xxix surditas,0
H90,surditas autosomal recessive iii,0
H90,autosomal recessive xxviii surditas,0
H90,autosomal recessive xxxiii surditas,0
H90,autosomal recessive xxx surditas,0
H90,autosomal recessive xxxi surditas,0
H90,autosomal recessive xxxvii surditas,0
H90,autosomal recessive surditas xxxviii,0
H90,autosomal recessive surditas xxxv,0
H90,autosomal recessive xxxvi surditas,0
H90,autosomal recessive xxxix surditas,0
Q87,facio cardio cutaneus syndrome,0
Q87,i cardiofaciocutaneous syndrome,0
K06,hereditarium gingival hyperplasia,0
K06,idiopathica gingival hyperplasia,0
Q74,radioulnar synostosis morbus,0
F44,hysteria aut conversionem reactionem,0
C45,provectus malignus mesothelioma,0
C93,longis myelomonocytic leukemia,0
G71,schwartz jampel syndrome type i,0
Q78,schwartz jampel syndrome type i,0
D55,secundarium ab anemia hemolysis,0
C75,maligna tumore glandula pinealis,0
A48,toxic offensio syndrome inordinatio,0
I27,pulmonis hypertension arteriarum,0
C92,myeloid n leukemia inordinatio,0
H90,surditas xx autosomal dominant,0
H90,surditas xxi autosomal dominant,0
H90,surditas xvii autosomal dominant,0
H90,surditas autosomal dominant xviii,0
H90,surditas xxiv autosomal dominant,0
H90,surditas xxv autosomal dominant,0
H90,surditas xxiii autosomal dominant,0
H90,surditas autosomal dominant 2b,0
H90,surditas xxvii autosomal dominant,0
H90,surditas xxviii autosomal dominant,0
H90,surditas autosomal dominant xxxiii,0
H90,surditas xxxvi autosomal dominant,0
H90,surditas xxx autosomal dominant,0
H90,surditas xxxi autosomal dominant,0
H90,surditas autosomal dominant 3a,0
Q34,sacralis lateralis dyskinesia primarium xiii,0
Q34,sacralis lateralis dyskinesia primarium xxv,0
Q34,sacralis lateralis dyskinesia primarium xvii,0
Q34,sacralis lateralis dyskinesia primarium xxx,0
Q34,sacralis lateralis dyskinesia primarium xv,0
Q34,sacralis lateralis dyskinesia primarium xxiv,0
Q34,sacralis lateralis dyskinesia primarium xxvi,0
I42,genus dilatata cardiomyopathy 1aa,0
I42,1jj dilatata cardiomyopathy genus,0
G11,spasticus paraplegia xvi x junctus,0
E83,familia prima hypomagnesemia,0
E83,prima familiaria hypomagnesemia,0
D47,alius transiens myelopoiesis,0
D72,alius transiens myelopoiesis,0
E24,cushing syndrome paraneoplastischer,0
H90,autosomal recessive xl surditas,0
H90,autosomal recessive xlii surditas,0
H90,autosomal recessive xliv surditas,0
H90,autosomal recessive xlv surditas,0
H90,surditas v autosomal recessive,0
H90,autosomal recessive xlviii surditas,0
H90,autosomal recessive surditas xlix,0
H90,autosomal recessive lix surditas,0
H90,surditas vi autosomal recessive,0
H90,autosomal recessive liii surditas,0
H90,autosomal recessive lv surditas,0
H90,autosomal recessive lxiii surditas,0
H90,autosomal recessive surditas lxii,0
H35,vallumque adgreditur degeneratum retinae,0
D58,hemoglobin e morbus inordinatio,0
Q78,cenani lenz syndactyly syndrome,0
E72,creatine defectus transporter,0
G54,neuralgic amyotrophy inordinatio,0
M75,capsulitis de humero tenaces,0
Q11,microphthalmia vi genus isolated,0
Q11,microphthalmia isolated genus viii,0
Q73,hypertension brachydactyly,0
G11,leukodystrophy cum oligodontia,0
E75,leukodystrophy cum oligodontia,0
G11,xxxiv paraplegia spasticus x junctus,0
G10,huntington morbis sicut sunt i hdl1,0
H53,atypical x coniunctum achromatopsia,0
A98,popularis congensis crimean hemorrhagic fever,0
E80,crigler syndrome najjar et genus,0
G62,critica morbo polyneuropathy,0
Q87,blepharo cheilo dontic syndrome,0
Q34,sacralis lateralis dyskinesia primarium xxix,0
Q34,sacralis lateralis dyskinesia primarium xii,0
Q34,sacralis lateralis dyskinesia primarium xi,0
Q34,sacralis lateralis dyskinesia primarium xxviii,0
Q34,sacralis lateralis dyskinesia primarium xviii,0
Q34,sacralis lateralis dyskinesia primarium xix,0
Q34,sacralis lateralis dyskinesia primarium xvi,0
Q34,sacralis lateralis dyskinesia primarium xxvii,0
H53,essential naturali nyctalopiae,0
G12,longos musculorum spinales atrophia,0
M47,spondylosis externarum sociarumque inordinatio,0
Q82,stricta pelle contracture syndrome,0
H53,refractive amblyopia inordinatio,0
D13,adenoma hepatocellular benignus,0
A75,febrem flumine iaponica inordinatio,0
A81,cjd creutzfeldt jacob morbus,0
G50,nervi trigemini neuralgia inordinatio,0
E75,autosomal dominant kufs morbus,0
C30,neoplasma malignum cavitatis nasi,0
C30,tumor ex malignum cavitatis nasi,0
H49,paralytico confide limus nos inordinatio,0
H49,paralytico confide strabismus inordinatio,0
C57,ligamentum teres uteri cancer,0
C67,maligna tumore colli vesicae,0
C60,glandem maligna tumore,0
A30,leprosy indeterminate i coetus,0
C51,neoplasma malignum labia majora,0
F72,mentis retardatio x coniunctum xciv,0
H90,surditas xl autosomal dominant,0
H90,surditas autosomal dominant xli,0
H90,surditas autosomal dominant 3b,0
H90,surditas autosomal dominant xlvii,0
H90,surditas xlviii autosomal dominant,0
H90,surditas autosomal dominant xliii,0
H90,surditas xliv autosomal dominant,0
H90,surditas 4a autosomal dominant,0
H90,surditas autosomal dominant 4b,0
H90,surditas autosomal dominant xlix,0
H90,et surditas autosomal dominant xlii,0
H90,surditas autosomal dominant lii,0
H90,surditas l autosomal dominant,0
H90,surditas autosomal dominant lvi,0
H90,surditas lviii autosomal dominant,0
H90,surditas liii autosomal dominant,0
H90,surditas liv autosomal dominant,0
G10,huntington morbis ii sicut sunt hdl2,0
G24,musculorum deformans iv dystonia,0
G24,quod haereditarium dysphonia sibilus aurae tenuis,0
B65,schistosoma japonicum infectio,0
Q78,atelosteogenesis type iii ao3,0
H10,acutus folliculorum coniunctivitis,0
N80,endometriosis de tubarum uterinarum tubo,0
Q73,brachydactyly mohr wriedt genus,0
Q39,achalasia microcephaly syndrome,0
G12,amyotrophic lateralibus lumbos iv,0
G12,amyotrophic lateralibus lumbos i,0
G71,nemaline myopathy v amish genus,0
Q78,albert schг¶nberg osteopetrosis,0
H35,apparitor alveolaris type iia ush2a,0
H35,apparitor alveolaris exemplum spectandis circensibus ush2c,0
H35,apparitor alveolaris exemplum iid ush2d,0
C13,hypopharynx maligna tumore,0
D68,xii elementum congenita defectus,0
D68,xii quod haereditarium factor defectus,0
E74,glycogen repono morbo type ii,0
E34,adulta immatura canus syndrome,0
Q77,dyggve melchior clausen morbo,0
E74,glycogen repono morbo genus vii,0
E74,musculus glycogen repono morbus,0
M25,hemarthrosis manus domini inordinatio,0
M25,ab humero regionem hemarthrosis,0
G31,dementia praecox lewy cum corpore dlb,0
G71,lugd mbius muscular dystrophy,0
H11,depositum copulativarum apud caesarem inordinatio,0
H02,deformis palpebram oculi hypertrichosis morbus,0
Q87,genito facio vena syndrome,0
D86,heerfordt scriptor syndrome inordinatio,0
C51,labia majora maligna tumore,0
C71,neoplasma malignum lobus frontalis morbus,0
H35,peripheral degenerationem retinae,0
C17,tumor inferior malignum,0
D68,viii acquisita elementum defectus,0
M35,mixta nota textus morbo,0
M35,mixta collagen morbus vascularis insigniverint,0
K11,or duct of stone glandulae salivaris,0
H27,de camera lens oculus morbo genus,0
H25,de camera lens oculus morbo genus,0
D69,qualita defectum platelet,0
H10,coniunctivitis morbo acutis,0
O43,in utero foetus transfusio syndrome,0
Q82,flammei nevi familiaris tullius,0
D24,fibroadenoma pectus de iuvenalibus,0
M72,dupuytren contracture de pede scriptor,0
E20,chrysostomus pseudohypoparathyroidism,0
M48,extensive spinae medullam stenosis,0
M25,haemarthrosis humeri,0
M42,familia medulla osteochondrosis,0
G72,normokalemic periodica nervi resoluti,0
G72,oris resolutio normokalemic periodica,0
G56,r extrinsecus incidunt inordinatio,0
C18,lienalis flexione of colonia cancer,0
J45,tussis variant asthma inordinatio,0
C88,waldenstr m est macroglobulinemia,0
T79,cellula syndrome inordinatio,0
Q93,phelan mcdermid hominis phmds,0
N76,vulvitis non specificatarum inordinatio,0
L88,pyoderma gangraenosum inordinatio,0
B79,trichuris infectio per trichura,0
C65,neoplasma malignum pclvis,0
C65,pclvis maligna tumore,0
G12,x coniunctum bulbospinal amyotrophy,0
M60,inflammatory morbo musculus,0
D47,idiopathic os medulla fibrosis,0
Q78,i multiple exostosis,0
Q78,ii multiple exostosis,0
Q78,iii multiple exostosis,0
D75,morbo hematopoietic ratio,0
J84,fibrocystic pulmonis dysplasia,0
Q93,triticum regio magenis smith,0
C10,mesopharynx maligna tumore,0
I20,inpendebat infarctione inordinatio,0
I20,preinfarction angina inordinatio,0
I15,pseudohyperaldosteronism type i,0
Q82,papillon lefevre hominis pals,0
E78,familia dysbetalipoproteinemia,0
D47,myeloproliferative morbo nos,0
B55,ramus cutaneus lascivae orationis leishmaniasis,0
E74,dominus xylulose vulgare defectum,0
T79,volkmann de ischemic contracture,0
D61,diamond shwachman hominis sds,0
Q36,foramine labium unilateralis integrum,0
Q87,angelman sicut syndrome x coniunctum,0
Q87,x angelman coniunctum sicut syndrome,0
K06,gingival enlargement inordinatio,0
Q87,marshall smith hominis mrshss,0
H18,cornea dystrophies haereditarium,0
Q82,capillaria hemangioma inordinatio,0
D66,viii elementum congenita inordinationem,0
B66,infectio per diminuta,0
I42,restrictiva cardiomyopathy rcm,0
E78,fredrickson genus thomas lipidaemia,0
G47,circadian numero somno inordinatio,0
G11,nigrospinodentatal degenerationem,0
D67,congenita defectus factor ix,0
E85,per familiam amyloideae polyneuropathy,0
G24,dystonia parkinsonism x coniunctum,0
E71,cpt defectus hepatis i typus,0
D84,immunologic defectus syndrome,0
E76,mucopolysaccharidosis type iii,0
E76,mucopolysaccharidosis typus australia,0
F60,antisocial personalitatem inordinatio,0
Q93,homo 9p deletionem syndrome,0
G72,nervorum resolutiones hyperkalemic periodica,0
E83,hfe hereditarium haemochromatosis,0
H93,nervus vestibulocochlearis morbus,0
H53,alius pede correspondentia,0
H01,musculus eczematous palpebrae,0
D46,homo 5q deletionem syndrome,0
D73,splenomegaly longos congestive,0
L12,epidermуlisis vesicular acquisitam,0
H40,intervallum claustrum glaucoma angulum,0
K21,gastroesophageal refluxus morbi,0
G20,parkinsonian pyra syndrome,0
F60,histrionicum personalitatem inordinatio,0
K00,amelogenesis imperfecta type 1 a,0
Q87,helsmoortel vander aa syndrome,0
Q82,autosomal dominant laxa cutis i,0
Q82,autosomal dominant laxa cutis iii,0
Q82,autosomal dominant laxa cutis ii,0
Q78,osteogenesis imperfecta type xvii,0
H34,ramus posterior arteriae pede laqueus,0
Q13,axenfeld rieger syndrome type i,0
Q13,axenfeld rieger syndrome type ii,0
Q78,osteogenesis imperfecta type xiii,0
Q78,osteogenesis imperfecta type xii,0
Q78,osteogenesis imperfecta type x,0
Q78,osteogenesis imperfecta type xv,0
Q98,agenesis mixta gonadal x0 albo composito xy,0
Q96,agenesis mixta gonadal x0 albo composito xy,0
E53,multa vulgare defectum,0
Q23,ostium aortae naturali defectui,0
F63,intermittendi explosive inordinatio,0
F60,intermittendi explosive inordinatio,0
G60,charcotв ђ marieв ђ dentem morbus,0
H47,crater sicut foramina in disco opticus,0
C93,longos myelomonocytic leukemia,0
G11,ii hereditarium spasticus paraplegia,0
Q78,cenani lenz syndactyly syndrome,0
E72,creatine defectus transporter,0
C40,membrum inferius cancer ossium,0
G47,periodica membrum motus inordinatio,0
A98,popularis congensis crimean hemorrhagic febricitantem,0
G62,critica morbo polyneuropathy,0
G11,vi hereditarium spasticus paraplegia,0
G11,viii hereditarium spasticus paraplegia,0
N25,morbo vitiata renum munus,0
H35,periphericis pede degeneratum,0
M35,mixta nota textus morbo,0
H10,pseudomembranous coniunctivitis,0
Q23,hypoplastic syndrome cordis sinistrae,0
L21,musculus seborrheic illis infantilis,0
K92,gastrointestinal morbo ratio,0
K44,congenita hernia,0
K59,praesent exitus constipation,0
D39,epithelioid trophoblastic tumore,0
M08,iuvenalibus ankylosing spondylitis,0
Q79,ehlers danlos syndrome type iii,0
Q87,facioauriculovertebral dysplasia,0
Q81,dystrophic epidermolysis bullosa,0
Q87,orofaciodigital syndrome v ofd5,0
N20,nephrolithiasis calcium oxalate,0
Q93,2p15p16 microdeletion syndrome,0
H18,posterior polymorphous dystrophy,0
K00,amelogenesis imperfecta type iv,0
K00,amelogenesis imperfecta type iii,0
Q75,craniolenticulosutural dysplasia,0
E77,mannosidosis alpha b lysosomal,0
Q78,osteogenesis imperfecta type xvi,0
Q78,osteogenesis imperfecta type iii,0
Q78,osteogenesis imperfecta type vi,0
Q75,fenestrae parietales symmetricae,0
H35,retinitis pigmentosa concentric,0
M30,allergic granulomatosis angiitis,0
A69,necotizing ulcerative stomatitis,0
H30,uveomeningoencephalitic syndrome,0
H20,uveomeningoencephalitic syndrome,0
M31,wegener granulomatosis formerly,0
J84,cryptogenic fibrosing alveolitis,0
D22,oculocutaneous melanocytic nevus,0
D12,colorectal adenomatous polyposis,0
E78,endogenous hypertriglyceridaemia,0
Q92,1q21 microduplication syndrome,0
E76,mucopolysaccharidosis mps iii b,0
Q75,acromelic frontonasal dysostosis,0
B05,rubellam virum morbis infectivis morbus,0
C92,acuti non lymphoblastic leukemia,0
E80,porphyrin metabolismi inordinatio est,0
J30,inflammationem mucosae nasi cavum,0
B65,lutor est erupit in mare inordinatio,0
Q87,scott aarskog syndrome x coniunctum,0
G45,tia transient ischemic impetum,0
G45,caducae cerebri n ischaemia,0
E75,a defectu alpha galactosidase,0
F60,sociopathic personalitatem inordinatio,0
Q39,integra gulam inordinatio,0
I85,esophageal varices in sanguinem,0
H34,naevus occlusion retinae centralis,0
E74,amylo glucosidase defectus 1 6,0
E74,debranching enzyme defectus,0
D12,juvenis colon hominis vulgate,0
C49,atypical teratoid tumorem rhabdoid,0
J86,empyema cum fistula laterum,0
E22,m pituitam hyperfunction,0
C67,tumor maligno vesica urinaria,0
D69,thrombocytopenic purpura primaria,0
E78,per familiam hypobetalipoproteinemia,0
C62,neoplasma malignum pueritia testis,0
E74,glycogen repono morbum type i,0
A69,morbi fusobacterium,0
H57,robertson pupillam ergile atypical,0
T78,environmental morbo idiopathica,0
E31,autoimmune defectum polyglandular,0
J44,longos pulmonis obstructivus morbo,0
Q78,dysplasia progressus diaphyseal,0
Q96,n turner scriptor syndrome inordinatio,0
Q00,anencephaly solitaria exencephaly,0
G61,infectious neuronitis inordinatio,0
B66,vermivm terrestrium per infectio inordinatio,0
H15,laesio scleritis inordinatio,0
E75,globosae cellula abacavir,0
E34,testium feminization syndrome,0
E71,methylmalonic aciduria cblb genus,0
E71,methylmalonic aciduria genus cbla,0
E71,methylmalonic aciduria genus cblb,0
P55,hemolytic morbo recentis,0
A75,typhus morbo coetus rickettsiae,0
O20,abruptio placentae,0
N73,pid intrapelvicorum seditiosus morbus,0
N70,pid intrapelvicorum seditiosus morbus,0
H55,dissociantur nystagmus inordinatio,0
E04,gutturi non toxicus nos inordinatio,0
C71,neoplasma malignum cerebri primaria,0
C64,malignum ab renibus,0
C46,herpesvirus scriptor sarcoma et mollis tela,0
C46,herpesvirus scriptor sarcoma prostate,0
B86,infestationes a sarcoptes scabiei,0
C53,cervus ad malignum,0
E31,glandularum endocrinarum verrucosa tullius,0
D44,glandularum endocrinarum verrucosa tullius,0
I78,systemica syndrome capillaribus leak,0
A77,exanthematic typhus sao paulo,0
Q03,hie syndrome walker inordinatio,0
C69,neoplasma malignum nervi vascularis,0
H15,aequatorensis staphyloma inordinatio,0
H53,color acquiritur defectum vision,0
D56,triticum 16p index deletionum index domini high definition,0
E31,iddm alvum syndrome secretoria,0
E31,ex insulis ludens langerhans absente,0
G60,acidum defectus phytanic lycopersicon esculentum,0
G12,iuvenalibus musculorum spinales atrophia,0
C51,neoplasma malignum ora ad iurisprudentiam expectantia,0
C56,familia ovarii maligna tumore,0
C31,neoplasma malignum sinus frontalis,0
C31,neoplasma malignum sinu ethmoidales,0
C31,ethmoidales sinu maligna tumore,0
E71,carnitine minus transporter,0
E71,carnitine onerariis renum defectum,0
E80,nonhemolytic haereditarium regium extenuant,0
P78,herpesvirus hominis intestinorum perforetur,0
C71,neoplasma malignum temporalia lobus,0
D68,vii elementum defectus inordinatio,0
D68,quod haereditarium hypoproaccelerinaemia,0
G11,xx hereditarium spasticus paraplegia,0
G72,cum diu qt syndrome syndactyly,0
I45,cum diu qt syndrome syndactyly,0
Q87,greig cephalosyndactyly domini high definition,0
A15,pleuritis tuberculous inordinatio,0
G93,benignae hypertension intracraniale,0
Q85,de hippel lindau syndrome viii,0
C22,angiosarcoma in iecoris inordinatio,0
K83,ascendens cholangitis inordinatio,0
E06,thyroiditis n anguli inordinatio,0
C71,neoplasma malignum lobo parietal,0
C31,humana malignas tumor sinussphenoidalis,0
C48,malignum non obuallata,0
E74,glycogen storage morbis v gsd5,0
E74,glycogen repono morbum type v,0
C73,neoplasma malignum glandulae morbus,0
H18,reis bгјcklers cornea dystrophy,0
C92,sarcoma granulocytic laevus,0
B00,herpesvirus hominis deformis palpebram oculi musculus,0
C62,site vitellus sac tumor non specificata,0
C56,site vitellus sac tumor non specificata,0
C34,non parvus carcinoma de pathologica pulmonis,0
H40,claustrum glaucoma angulum prodromal,0
M89,corticalis naturali hyperostosis,0
D75,erythrocytosis oeconomicam type ii,0
G11,xxxi occrebellaris ataxia sca31,0
C71,malignum draco serpens crassus,0
C44,carcinoma ani margine basali,0
Q87,genus x orofaciodigital domini high definition,0
C72,neoplasma malignum nervorum cranialium,0
C72,malignum nervorum cranialium tumorem,0
H83,de aure interiore inordinatio inordinatio,0
H80,de aure interiore inordinatio inordinatio,0
E74,brancher defectus glicogenosis,0
H35,aetas related macular degeneratum,0
I42,arachnocytosis de myocardium,0
E74,glycogen repono morbo genus 9d,0
E74,glycogen repono morbo genus 9e,0
E74,glycogen repono morbo genus ipsarum 9a,0
E74,glycogen repono morbo genus 9c,0
C49,alveolatus sarcoma enisi dividebant asps,0
H10,verno platanus coniunctivitis inordinatio,0
I09,articularis pulmonis incompetentem declaret,0
D81,lymphocyte nudum syndrome type ii,0
C56,endometrioid cancer de germine,0
C56,ovarium inferum endometrium adenocarcinoma,0
C48,aspersos maculis cancer retroperitoneale,0
C75,carcinoma in infundibulum,0
C22,carcinoma intrahepatic duct,0
A80,acutus nonparalytic poliomyelitis,0
A80,non meningitis paralytico confide aseptic,0
C76,thoracis specificatarum trunci cancer,0
C38,malignum in pleuratus,0
C69,adnexa neoplasma malignum cornea,0
C54,corpus leiomyosarcoma in utero,0
C54,leiomyosarcoma in corpus vteri,0
C60,carcinoma penis epidermoid,0
C60,squama penis currus epidermoid,0
C60,plattenepithelkarzinom penis,0
C18,plattenepithelkarzinom colonia ab,0
C20,lichen carcinoma in recto,0
F52,inhibuit masculus orgasm inordinatio,0
Q92,interstitial 16p13 duplicatione,0
H18,cornea dystrophia avellino exemplum,0
M11,hypercalcemic tejido calcinosis,0
E88,brunzell agpat2 syndrome related,0
E88,lipoatrophic naturali diabete,0
H18,cornea schnyder dystrophia sccd,0
C24,duct of cancer extrahepatic,0
C69,adnexa neoplasma malignum ad retina apellatur,0
H16,filamentary keratitis inordinatio,0
C62,sexus spinalis tumore testis cйlula,0
G11,dialysis dysequilibrium domini high definition,0
Q87,orofaciodigital syndrome type ii,0
Q87,xi orofaciodigital syndrome genus,0
Q87,xii orofaciodigital syndrome genus,0
K29,acutus gastritis et sanguinis fluxum patiebatur,0
K29,n inveterata gastritis inordinatio,0
N15,seres herba mauritania nephropathy,0
Q93,triticum 18p syndrome litura,0
Q93,3q subtelomere deletionem syndrome,0
Q13,axenfeld rieger alveolaris type iii,0
C45,aspersos maculis fere mesothelioma pleurae,0
E70,hermansky pudlak syndrome type ii,0
K00,amelogenesis imperfecta genus 1c,0
K00,amelogenesis imperfecta ic exemplum,0
K00,amelogenesis imperfecta exemplum ig,0
C21,adenocarcinoma de canalis analis,0
C53,ceruicis plattenepithelkarzinom,0
C34,neoplasma malignum principalis tracheae,0
G71,peo myopathy macie perempti syndrome,0
Q82,akrokeratosis verruciformis akv,0
C94,acutus megakaryoblastic leukemia,0
C81,linfocito rich hodgkin lymphoma,0
C03,malignus tumore superioris gingivae,0
D07,carcinoma in situ prostatae,0
C74,tumor ex malignum glandulae,0
C64,urinariorum tract neoplasma malignum,0
C53,ceruicis muellerian adenosarcoma,0
C53,ceruicis mгјllerian adenosarcoma,0
C71,tumor ex maligno brainstem,0
P61,anemia de prematurity inordinatio,0
N89,haarleukoplakie de vagina inordinatio,0
Q24,stenosis congenitales infundibularis,0
D07,carcinoma in situ penis ajcc v7,0
D02,virgo laryngea gradu 0 v6 ajcc,0
D02,laryngea gradu 0 pisces ajcc v7,0
D02,virgo laryngea gradu 0 v8 ajcc,0
D05,non psidium pectus ulcus,0
D05,carcinoma in situ pectus gradu 0,0
D02,carcinoma in situ aspera arteria,0
C09,malignum in tonsil,0
C08,humana malignas tumor glandula sublingualis,0
Q87,nivelon mabille nivelon syndrome,0
K00,amelogenesis imperfecta type iii,0
E75,hereditarium ceroid lipofuscinosis,0
C00,labialis maligna tumore tunicae mucosae,0
E71,bacillus galactose d defectus,0
D15,dendritic cellula thymoma morbus,0
C37,dendritic cellula thymoma morbus,0
C56,ovarium inferum mucinous adenocarcinoma,0
G54,personatum syndrome aldren turner,0
L03,et onychia paronychia digito dei,0
A75,zinsser morbo brill inordinatio,0
C10,malignum ab epiglottide,0
M05,articularis myocarditis et febricitantem,0
M05,articularis myocarditis inordinatio,0
I09,articularis myocarditis et febricitantem,0
I09,articularis myocarditis inordinatio,0
I01,articularis myocarditis et febricitantem,0
I01,articularis myocarditis inordinatio,0
A77,bacillus conorii maculosa et febricitantem,0
L92,necrobiosis lipoidica inordinatio,0
Q12,cataractam zonular pulverulentibus i,0
D00,carcinoma in situ ventriculus,0
D00,carcinoma in stomachum 0 tempus,0
D00,carcinoma in stomachum 0 scaenam,0
D00,0 scaenam cardiacus stomachum cancer,0
B55,american cutaneus leishmaniasis,0
A00,cгіlera deguda et vibrio,0
Q82,laxa cutis autosomal dominant iii,0
Q81,epidermуlisis vesicular inordinatio,0
D26,tumor cervicis uteri adenomatous,0
Q78,blomstrand osteocondrodisplasia,0
Q78,type blomstrand condrodisplasia,0
C64,patet a renibus cellula sarcoma,0
K00,amelogenesis imperfecta si exemplum,0
K00,amelogenesis imperfecta type iii,0
C07,neoplasma malignum glandulae parolideus,0
C07,glandulae parotidas eaque maligna tumore,0
N84,de polypis quae corpus uteri inordinatio,0
N88,haarleukoplakie cervicis inordinatio,0
D04,carcinoma in situ cutis et labrum,0
C06,neoplasma malignum buccal mucosae,0
C06,buccal maligna tumore tunicae mucosae,0
H47,discus opticus atrophia inordinatio,0
Q12,cataractam amethyste aculeiform,0
Q12,glaucoma congenita aut iuvenalis,0
E71,beta methylacetoacetic aciduria,0
A30,leprosy aut confinio dimorphous,0
A30,midborderline leprosy inordinatio,0
Q13,axenfeld rieger alveolaris type i,0
Q13,axenfeld rieger syndrome type ii,0
C32,vesalius de malignum,0
Q87,cum defectus syndrome ofd fibularis superficialis,0
Q78,osteogenesis imperfecta type iv,0
Q78,osteogenesis imperfecta type iv,0
Q78,osteogenesis imperfecta type iv,0
Q78,osteogenesis imperfecta exemplum ii,0
Q78,osteogenesis imperfecta type iii,0
E75,beta acidum defectus glucosidase,0
A39,atypical infectio,0
D36,multicentric castleman scriptor morbus,0
M32,multipel lupus erythematosus,0
G11,xxxiv occrebellaris ataxia sca34,0
C26,lienis malignum,0
K03,externa vitiatam resorption,0
B36,pityrosporum infectio per furfur,0
B36,pityriasis versicolor inordinatio,0
E88,mitochondrial morbo metabolismus,0
C96,folliculorum dendritic cellula tumore,0
E75,defectus beta galactosidase,0
C57,fuge tubarum uterinarum fistulam malignus,0
Q78,osteogenesis imperfecta xii exemplum,0
P39,menopausal ophthalmiae neonatorum,0
H68,de fistula morbo pharyngotympanic,0
N36,ostium urethrae diverticulum inordinatio,0
H20,secundarium infectis iridocyclitis,0
A24,subacutis et veterem melioidosis,0
E75,gerold lipofuscinosis neuronal viii,0
C73,lupus carcinoma diversa efficitur syphilinum,0
H05,periodus orbitalis seditiosus pseudotumor,0
C25,lupus carcinoma islet cellam laevus,0
D80,igm defectus morbo electionem selectivam,0
H00,cysta infecta est glandula meibomian,0
H16,centralis cornea ulceris inordinatio,0
Q87,hiems baraitser syndrome type i,0
B59,peripleumonicis pneumocystis jirovecii,0
C50,ovarian cancer pectus hereditario,0
C56,ovarian cancer pectus hereditario,0
G11,xxi hereditarium spasticus paraplegia,0
Q74,macrodactylia digitorum inordinatio,0
E83,magnesii metabolismi inordinatio,0
G11,xviii occrebellaris ataxia sca18,0
G11,xix occrebellaris ataxia sca19,0
G11,xxvi occrebellaris ataxia sca26,0
G11,xx occrebellaris ataxia sca20,0
